Loan_ID,Customer_ID,Branch_ID,Loan_Type,Loan_Amount,Interest_Rate,Loan_Tenure_Years,Loan_Status,Disbursed_Date
L10068,C06861,B05,Home Loan,831098,11.2,4,Active,2022-02-04
L10069,C04049,B01,Home Loan,4564283,13.4,28,Closed,2024-03-08
L10070,C08260,B01,Home Loan,3610371,9.8,27,Delayed,2023-07-13
L10071,C08338,B03,Education Loan,3406490,10.8,26,Active,2023-01-20
L10072,C16608,B05,Education Loan,1910954,11.0,8,Delayed,2022-03-02
L10073,C17145,B01,Education Loan,3781369,9.0,17,Delayed,2022-10-27
L10074,C10121,B02,Personal Loan,1363766,-1.0,10,Active,2023-05-31
L10075,C13796,B05,Home Loan,3218108,13.2,3,Delayed,2024-04-26
L10076,C14692,B01,Personal Loan,4274937,10.9,14,Active,2023-05-20
L10077,C12544,B02,Personal Loan,4061083,8.8,30,Default,2022-10-28
L10078,C15005,B01,Personal Loan,2884780,14.2,25,Delayed,2022-08-28
L10079,C01631,B04,Personal Loan,1792626,13.4,9,Active,2022-06-13
L10080,C09251,B02,Home Loan,2564529,-1.0,11,Active,2024-05-11
L10081,C13334,B04,Personal Loan,4961930,15.5,9,Active,2023-11-01
L10082,C10362,B01,Education Loan,4236913,14.3,3,Active,2022-06-03
L10083,C15171,B01,Car Loan,468436,-1.0,10,Active,2023-09-19
L10084,C06322,B01,Car Loan,4716422,14.0,26,Closed,2022-09-30
L10085,C19000,B01,Home Loan,4730479,13.8,9,Active,2022-12-26
L10086,C02484,B01,Personal Loan,3266409,13.9,18,Delayed,2024-02-08
L10087,C15961,B02,Home Loan,99999999,15.5,13,Active,2023-11-05
L10088,C14521,B05,Personal Loan,4256015,12.0,7,Closed,2024-05-08
L10089,C01599,B03,Personal Loan,1778491,11.0,28,Active,2023-08-16
L10090,C04912,B04,Car Loan,2226746,15.7,26,Active,2024-04-19
L10091,C18871,B01,Car Loan,1653850,15.7,28,Active,2022-04-23
L10092,C13638,B05,Home Loan,4536778,14.9,27,Default,2023-12-12
L10093,C15839,B05,Personal Loan,3030078,12.4,28,Active,2023-02-21
L10094,C16886,B03,Home Loan,3652871,12.8,16,Active,2022-04-21
L10095,C00067,B04,Personal Loan,450856,11.3,5,Default,2023-06-17
L10096,C17003,B03,Personal Loan,4571224,9.3,26,Active,2022-01-28
L10097,C14254,B02,Personal Loan,3143691,8.4,17,Active,2023-06-04
L10098,C04892,B05,Education Loan,4346846,7.6,13,Active,2022-12-12
L10099,C06080,B01,Personal Loan,569893,9.3,16,Closed,2024-03-15
L10100,C07883,B02,Car Loan,1906292,12.1,27,Closed,2023-11-06
L10101,C12101,B01,Home Loan,3055841,15.2,30,Active,2023-08-07
L10102,C05375,B02,Car Loan,4445602,11.0,11,Closed,2024-06-16
L10103,C05656,B05,Personal Loan,4596747,12.9,16,Active,2023-03-05
L10104,C10820,B04,Car Loan,2816537,-1.0,29,Delayed,2024-01-23
L10105,C14601,B05,Car Loan,2471257,7.6,24,Closed,2023-02-10
L10106,C08603,B05,Personal Loan,4016763,11.1,23,Closed,2024-03-09
L10107,C03735,B03,Home Loan,3690765,10.7,11,Default,2023-10-01
L10108,C02244,B05,Education Loan,3605437,10.2,25,Active,2022-12-26
L10109,C16691,B03,Education Loan,267052,10.1,18,Delayed,2022-05-30
L10110,C09780,B04,Home Loan,4636495,8.8,30,Active,2022-09-02
L10111,C01459,B03,Education Loan,361436,12.5,10,Active,2024-01-26
L10112,C07463,B02,Personal Loan,3579496,14.3,23,Active,2023-02-07
L10113,C00482,B04,Education Loan,3374096,14.6,16,Active,2023-06-05
L10114,C04027,B05,Education Loan,3658777,9.8,8,Active,2023-02-08
L10115,C02639,B05,Car Loan,4663090,9.9,30,Actve,2022-08-26
L10116,C18556,B04,Education Loan,4985209,9.9,27,Delayed,2023-06-27
L10117,C07691,B02,Education Loan,815858,8.9,5,Delayed,2022-07-01
L10118,C03469,B05,Personal Loan,4371048,12.8,19,Delayed,2022-02-05
L10119,C13134,B05,Car Loan,2931800,8.7,22,Active,2023-11-21
L10120,C19892,B03,Home Loan,3139599,10.9,27,Active,2023-05-24
L10121,C09612,B02,Car Loan,4941742,12.1,4,Delayed,2024-05-12
L10122,C03654,B04,Car Loan,3803049,13.3,10,Default,2022-05-24
L10123,C09515,B02,Car Loan,4654614,15.7,22,Active,2022-01-13
L10124,C12476,B05,Education Loan,1425253,14.4,7,Active,2022-04-09
L10125,C17312,B05,Personal Loan,4228520,10.8,7,Active,2023-08-13
L10126,C02801,B04,Car Loan,2832972,14.5,3,Delayed,2023-02-27
L10127,C11186,B03,Home Loan,1188745,9.9,28,Active,2022-04-02
L10128,C00837,B01,Personal Loan,4911859,13.3,18,Active,2023-05-26
L10129,C10153,B01,Home Loan,1735649,9.3,17,Default,2022-03-07
L10130,C00297,B01,Personal Loan,1024484,11.2,5,Closed,2023-09-19
L10131,C08389,B01,Car Loan,3038557,12.7,15,Active,2022-04-21
L10132,C09903,B03,Personal Loan,4503600,14.4,20,Default,2022-10-24
L10133,C19569,B02,Car Loan,2522929,15.4,28,Active,2024-02-26
L10134,C03853,B02,Home Loan,3768864,15.8,15,Active,2024-04-14
L10135,C04857,B01,Car Loan,4781941,14.7,5,Delayed,2024-02-13
L10136,C11586,B04,Personal Loan,1588742,9.1,29,Active,2022-03-02
L10137,C03112,B05,Personal Loan,362345,14.7,4,Closed,2023-12-12
L10138,C01168,B01,Education Loan,4742796,12.5,7,Active,2024-05-05
L10139,C09848,B04,Home Loan,3473792,10.7,29,Closed,2023-04-14
L10140,C04786,B05,Personal Loan,99999999,10.1,15,Delayed,2023-10-01
L10141,C13556,B03,Personal Loan,4199687,13.6,4,Active,2022-05-16
L10142,C01860,B03,Home Loan,2465453,11.2,30,Default,2022-12-13
L10143,C00434,B05,Car Loan,4576936,14.8,5,Active,2022-10-15
L10144,C04442,B04,Home Loan,2515824,15.5,26,Default,2023-12-17
L10145,C17140,B02,Home Loan,1530824,15.1,27,Active,2022-01-23
L10146,C11055,B02,Car Loan,1137153,11.4,10,Active,2023-05-15
L10147,C05663,B01,Home Loan,1392717,15.0,30,Active,2023-07-05
L10148,C11931,B05,Personal Loan,3262842,12.6,29,Default,2023-10-09
L10149,C12908,B02,Home Loan,924032,9.1,26,Active,2022-05-17
L10150,C08845,B05,Home Loan,2703349,8.2,25,Default,2022-03-10
L10151,C03466,B02,Education Loan,703971,7.9,29,Active,2022-08-31
L10152,C07387,B03,Personal Loan,4917373,7.9,4,Closed,2022-11-04
L10153,C17439,B01,Car Loan,774757,14.4,12,Default,2023-07-30
L10154,C14037,B01,Education Loan,3920826,8.6,6,Active,2022-10-21
L10155,C07178,B04,Education Loan,2077736,15.0,8,Active,2023-04-27
L10156,C17962,B04,Home Loan,2303558,10.0,25,Active,2023-06-06
L10157,C03740,B02,Car Loan,637824,15.9,5,Active,2022-06-05
L10158,C03338,B04,Personal Loan,4469392,11.2,27,Actve,2023-11-04
L10159,C00395,B02,Home Loan,4834319,8.8,27,Closed,2024-05-26
L10160,C01827,B04,Personal Loan,4638868,9.4,28,Closed,2022-06-23
L10161,C06176,B04,Home Loan,4685651,9.3,29,Active,2023-12-27
L10162,C01096,B05,Education Loan,2948023,8.9,22,Delayed,2023-11-01
L10163,C07585,B04,Car Loan,4926729,14.3,27,Active,2023-10-27
L10164,C01395,B05,Personal Loan,4807965,8.7,19,Closed,2023-07-01
L10165,C00703,B05,Education Loan,3789963,11.6,26,Closed,2024-04-21
L10166,C11654,B02,Personal Loan,2696509,14.5,20,Active,2023-08-27
L10167,C11108,B05,Personal Loan,1177142,12.6,16,Active,2023-07-16
L10168,C15898,B03,Education Loan,1252862,13.9,13,Active,2022-12-31
L10169,C09095,B01,Personal Loan,2450055,8.4,10,Active,2023-08-04
L10170,C17282,B05,Car Loan,2720894,14.5,30,Closed,2022-06-10
L10171,C09862,B01,Car Loan,3187370,12.6,7,Active,2022-06-28
L10172,C05434,B01,Personal Loan,2539229,7.5,23,Active,2023-02-08
L10173,C02670,B03,Car Loan,3899932,14.5,25,Active,2024-04-25
L10174,C09804,B04,Home Loan,99999999,13.1,10,Default,2022-10-12
L10175,C07662,B03,Personal Loan,3687937,7.6,16,Delayed,2022-09-04
L10176,C10278,B04,Personal Loan,1042374,14.2,26,Active,2023-02-03
L10177,C19357,B05,Personal Loan,3528989,15.9,7,Closed,2022-07-19
L10178,C01058,B03,Car Loan,1179610,13.0,10,Active,2023-08-15
L10179,C07149,B05,Home Loan,2687020,14.7,30,Actve,2024-06-03
L10180,C02729,B04,Home Loan,99999999,14.8,29,Closed,2022-04-26
L10181,C15860,B03,Personal Loan,1210415,16.0,30,Closed,2024-01-13
L10182,C10745,B03,Home Loan,3827077,9.7,21,Default,2024-05-22
L10183,C02484,B05,Personal Loan,4263599,11.6,25,Active,2023-11-23
L10184,C15930,B02,Home Loan,1312320,10.9,12,Active,2022-09-10
L10185,C02457,B02,Car Loan,3541607,13.4,19,Active,2022-11-24
L10186,C15439,B04,Education Loan,590344,12.9,16,Active,2024-03-20
L10187,C19979,B04,Car Loan,2360005,11.4,17,Closed,2023-08-11
L10188,C10245,B01,Car Loan,1482650,15.4,14,Active,2023-03-01
L10189,C12968,B04,Education Loan,601690,15.2,13,Delayed,2023-03-25
L10190,C00474,B01,Home Loan,2105199,8.6,25,Closed,2023-07-24
L10191,C13297,B03,Car Loan,3825722,11.4,4,Delayed,2023-07-08
L10192,C03025,B02,Car Loan,466451,7.6,14,Delayed,2023-04-28
L10193,C08519,B02,Car Loan,2908852,12.5,30,Active,2022-03-08
L10194,C10286,B04,Education Loan,2168078,14.8,24,Active,2023-11-10
L10195,C15223,B01,Education Loan,1314229,12.8,6,Active,2023-06-03
L10196,C15677,B02,Home Loan,3017792,10.2,17,Active,2022-07-06
L10197,C18564,B01,Education Loan,3309146,15.3,7,Active,2022-12-25
L10198,C15059,B01,Home Loan,4157824,14.8,29,Delayed,2024-03-03
L10199,C01641,B02,Home Loan,2215976,15.0,4,Delayed,2022-03-03
L10200,C13682,B04,Personal Loan,2524887,13.8,21,Active,2022-11-19
L10201,C03449,B04,Car Loan,2100617,8.2,17,Active,2022-09-24
L10202,C18946,B05,Home Loan,3709092,12.5,14,Active,2023-01-26
L10203,C17322,B02,Home Loan,1411656,12.2,4,Active,2022-12-27
L10204,C06188,B02,Personal Loan,3453523,15.4,15,Active,2023-09-10
L10205,C01583,B05,Car Loan,4309705,14.3,10,Active,2022-07-24
L10206,C18090,B01,Car Loan,2793669,9.6,22,Closed,2022-07-16
L10207,C07183,B03,Car Loan,1511269,13.9,29,Delayed,2023-10-04
L10208,C17013,B04,Home Loan,2887730,10.7,25,Active,2024-02-10
L10209,C01665,B03,Education Loan,2262340,10.7,30,Active,2024-04-14
L10210,C05072,B05,Car Loan,1592579,15.3,11,Active,2024-06-09
L10211,C08160,B02,Education Loan,4544235,8.2,25,Active,2023-03-23
L10212,C02554,B01,Personal Loan,903285,8.9,8,Active,2022-07-10
L10213,C08944,B01,Home Loan,2005273,11.0,26,Active,2022-04-02
L10214,C18487,B03,Car Loan,2743402,11.3,10,Active,2022-12-25
L10215,C03603,B03,Education Loan,3548846,15.2,25,Active,2022-02-21
L10216,C08398,B03,Home Loan,99999999,12.9,14,Active,
L10217,C01633,B02,Home Loan,4138567,12.4,13,Active,2022-11-02
L10218,C13161,B03,Personal Loan,1976599,-1.0,5,Closed,2024-03-04
L10219,C08348,B05,Car Loan,4934768,8.1,6,Active,2023-09-14
L10220,C10196,B03,Personal Loan,3796545,12.0,30,Active,2023-11-25
L10221,C10290,B04,Education Loan,1406781,13.3,25,Closed,2023-09-24
L10222,C13153,B05,Personal Loan,3417245,14.8,12,Active,2022-10-10
L10223,C14741,B01,Car Loan,403262,7.6,17,Active,2022-05-23
L10224,C19372,B02,Education Loan,909540,9.7,30,Delayed,2023-07-26
L10225,C14520,B03,Home Loan,262957,9.3,25,Active,2022-04-09
L10226,C16910,B04,Education Loan,823670,-1.0,24,Active,2023-07-07
L10227,C01399,B05,Home Loan,3975428,10.8,26,Active,2023-08-11
L10228,C02443,B04,Home Loan,4311744,15.6,6,Active,2023-11-30
L10229,C08760,B05,Car Loan,3418609,14.0,19,Active,2023-08-24
L10230,C02779,B05,Home Loan,2064703,14.8,8,Active,2023-10-02
L10231,C16876,B05,Education Loan,2525580,14.6,16,Closed,2023-09-09
L10232,C17167,B04,Personal Loan,1074417,8.8,16,Active,2024-02-23
L10233,C11940,B05,Home Loan,2275847,7.9,5,Default,2023-10-22
L10234,C09741,B05,Personal Loan,3142688,12.5,22,Delayed,2023-11-15
L10235,C17098,B02,Home Loan,3970823,8.1,14,Active,2024-03-06
L10236,C11359,B03,Personal Loan,4843868,12.4,20,Default,2023-09-17
L10237,C19018,B04,Education Loan,2197261,9.5,10,Closed,2023-04-11
L10238,C16113,B02,Home Loan,3099780,15.6,19,Closed,2023-01-07
L10239,C06686,B04,Car Loan,693967,11.3,22,Active,2023-02-25
L10240,C12935,B04,Personal Loan,3088423,-1.0,22,Active,2022-07-09
L10241,C02660,B05,Education Loan,764144,12.6,18,Active,2023-01-19
L10242,C00935,B02,Personal Loan,4466195,15.3,13,Default,2022-05-05
L10243,C01679,B05,Car Loan,855800,14.5,14,Active,2024-03-17
L10244,C19730,B05,Home Loan,99999999,14.2,20,Active,2022-03-14
L10245,C02529,B03,Personal Loan,1371401,10.2,18,Active,2023-02-19
L10246,C04123,B03,Car Loan,2896743,10.5,29,Active,2022-05-13
L10247,C13650,B02,Education Loan,3570395,10.7,11,Active,2024-03-12
L10248,C03472,B04,Personal Loan,1355816,10.7,3,Active,
L10249,C02392,B03,Education Loan,3956019,15.0,19,Delayed,2022-12-30
L10250,C13915,B04,Personal Loan,3479832,11.6,22,Closed,2024-02-27
L10251,C19049,B05,Home Loan,3306667,13.2,16,Closed,2023-05-26
L10252,C02576,B04,Home Loan,2923389,9.4,11,Delayed,2022-09-06
L10253,C13180,B03,Personal Loan,4671554,15.9,25,Active,2024-02-24
L10254,C10693,B01,Home Loan,4308412,15.7,27,Active,2022-05-30
L10255,C19111,B01,Car Loan,3978205,12.6,28,Active,2024-05-20
L10256,C19082,B04,Personal Loan,2991611,15.3,28,Active,2023-10-22
L10257,C11271,B03,Home Loan,2886428,14.6,14,Active,2022-08-07
L10258,C17703,B01,Home Loan,3079173,8.3,3,Delayed,2023-07-27
L10259,C04047,B04,Home Loan,4984539,15.7,5,Default,2022-06-23
L10260,C11822,B04,Car Loan,2533288,10.1,30,Delayed,2024-03-02
L10261,C03364,B05,Personal Loan,3444753,9.2,12,Closed,2023-08-16
L10262,C00500,B02,Car Loan,464390,15.9,3,Active,2023-05-04
L10263,C15358,B03,Home Loan,3869016,8.4,10,Closed,2023-07-20
L10264,C11304,B04,Personal Loan,2459768,13.0,16,Active,2023-06-07
L10265,C00003,B04,Education Loan,4960213,15.4,22,Delayed,2023-09-25
L10266,C16144,B02,Home Loan,408222,15.9,7,Active,2022-05-20
L10267,C17506,B02,Home Loan,4934065,14.9,19,Default,2024-06-04
L10268,C07964,B04,Home Loan,3146784,15.2,19,Active,2023-12-16
L10269,C00591,B02,Car Loan,1185137,-1.0,5,Active,2023-06-05
L10270,C05910,B05,Home Loan,1328416,15.6,16,Active,2023-01-02
L10271,C12089,B02,Personal Loan,1078578,9.2,24,Active,2023-07-21
L10272,C01073,B01,Personal Loan,263719,9.7,13,Default,2023-07-01
L10273,C07778,B04,Personal Loan,442532,9.3,20,Active,2022-09-09
L10274,C04397,B04,Home Loan,3856932,13.4,28,Closed,2024-02-17
L10275,C12232,B05,Car Loan,1182307,7.8,9,Active,2022-08-06
L10276,C04137,B02,Personal Loan,1777857,9.4,16,Active,2023-04-14
L10277,C15644,B05,Personal Loan,2235397,11.3,28,Active,2022-10-04
L10278,C06068,B05,Education Loan,3325801,10.6,7,Delayed,2024-03-31
L10279,C02240,B03,Home Loan,4028203,7.5,6,Active,2022-12-18
L10280,C05423,B02,Education Loan,3497275,9.5,21,Closed,2023-06-30
L10281,C18926,B03,Car Loan,4266347,8.0,4,Active,2022-04-12
L10282,C15942,B04,Car Loan,2596894,9.5,16,Active,2023-06-20
L10283,C11916,B05,Education Loan,2511442,11.9,15,Active,2022-10-04
L10284,C04158,B03,Car Loan,204387,10.6,8,Active,2022-09-02
L10285,C07640,B05,Education Loan,3156891,14.5,10,Active,2022-06-30
L10286,C09325,B02,Personal Loan,4039589,10.7,9,Default,2022-04-05
L10287,C19582,B04,Car Loan,3290204,10.9,19,Delayed,2022-01-05
L10288,C06482,B04,Car Loan,1992437,10.2,25,Active,2023-09-16
L10289,C16233,B04,Education Loan,3356548,8.8,24,Delayed,2023-10-24
L10290,C05719,B04,Education Loan,1419498,9.2,29,Active,2023-01-20
L10291,C03242,B04,Education Loan,454323,15.4,15,Default,2024-01-28
L10292,C15439,B01,Education Loan,3765795,11.8,17,Active,2022-09-23
L10293,C01771,B03,Car Loan,2653431,15.3,4,Closed,2023-04-29
L10294,C15348,B05,Education Loan,3988764,12.6,22,Default,2024-01-06
L10295,C18458,B03,Education Loan,3251046,10.4,17,Active,2023-05-15
L10296,C02948,B01,Education Loan,4100734,15.9,6,Active,2023-08-18
L10297,C11698,B05,Car Loan,3818384,8.1,22,Active,2022-06-18
L10298,C03316,B04,Personal Loan,3891482,15.4,15,Delayed,2023-03-01
L10299,C09269,B03,Education Loan,4403773,11.1,18,Active,2024-02-08
L10300,C09241,B05,Car Loan,1090518,14.2,15,Active,2024-01-29
L10301,C01547,B03,Personal Loan,2639358,14.3,18,Active,2024-06-16
L10302,C03720,B05,Education Loan,3930069,10.1,7,Active,2023-08-07
L10303,C10836,B01,Home Loan,2421805,8.2,20,Active,2024-04-22
L10304,C16793,B03,Personal Loan,1372287,14.2,3,Active,2022-01-09
L10305,C05430,B03,Home Loan,4919441,13.8,22,Active,2023-10-08
L10306,C16787,B03,Education Loan,1671550,9.8,21,Active,2024-05-24
L10307,C03862,B02,Car Loan,2557461,14.7,18,Active,2023-07-01
L10308,C00489,B01,Personal Loan,1444810,12.2,13,Active,2023-03-09
L10309,C07822,B02,Home Loan,647908,14.0,24,Delayed,2022-12-10
L10310,C00042,B05,Home Loan,1249749,11.5,13,Actve,2023-09-11
L10311,C00714,B05,Education Loan,2152633,8.3,6,Delayed,2024-05-19
L10312,C06097,B01,Education Loan,2975934,8.2,29,Default,2022-09-16
L10313,C11958,B05,Car Loan,4700224,13.2,22,Default,2024-05-20
L10314,C19256,B05,Personal Loan,3163158,16.0,7,Active,2022-03-07
L10315,C12423,B05,Home Loan,1980753,14.1,22,Active,2023-05-29
L10316,C13476,B02,Home Loan,3788643,11.4,25,Active,2022-01-22
L10317,C13900,B02,Personal Loan,3824841,14.9,11,Delayed,2024-04-09
L10318,C10480,B01,Home Loan,1151341,11.6,28,Active,2023-06-13
L10319,C00457,B04,Personal Loan,4051631,12.3,9,Active,2022-12-22
L10320,C06827,B01,Personal Loan,2470183,10.3,23,Closed,2022-11-20
L10321,C03512,B02,Home Loan,4117320,13.3,7,Closed,2022-10-17
L10322,C11207,B03,Personal Loan,3060302,12.3,12,Default,2022-02-02
L10323,C15448,B03,Home Loan,459878,15.5,25,Active,2022-01-11
L10324,C08514,B02,Car Loan,1959173,10.9,13,Active,2023-11-28
L10325,C11494,B02,Personal Loan,526108,11.7,30,Active,2022-01-14
L10326,C12773,B02,Car Loan,1264130,9.0,6,Active,
L10327,C00182,B03,Home Loan,585098,-1.0,17,Active,2024-01-02
L10328,C14989,B01,Personal Loan,574419,15.9,4,Default,2023-07-17
L10329,C14615,B02,Home Loan,2084071,15.8,18,Active,2023-07-16
L10330,C19304,B01,Education Loan,1535495,11.6,10,Active,2022-05-08
L10331,C08333,B02,Education Loan,3253937,12.0,26,Active,2023-09-05
L10332,C19429,B02,Education Loan,2704886,10.0,12,Active,2023-02-18
L10333,C05262,B03,Car Loan,4511219,15.8,23,Delayed,2023-06-01
L10334,C08123,B02,Home Loan,1008421,8.5,8,Active,2023-03-08
L10335,C15086,B01,Education Loan,1480530,14.1,17,Active,2023-06-17
L10336,C09948,B02,Personal Loan,4404798,12.3,25,Active,2022-08-31
L10337,C07208,B05,Car Loan,4656903,13.0,15,Active,2023-08-23
L10338,C11539,B03,Home Loan,3593436,12.9,18,Active,2024-05-14
L10339,C09073,B02,Education Loan,4913013,11.2,15,Default,2023-02-01
L10340,C01884,B05,Car Loan,689096,11.9,7,Active,2024-01-04
L10341,C17216,B04,Car Loan,4836150,13.4,3,Active,2022-07-24
L10342,C15227,B04,Education Loan,1172432,15.6,4,Closed,2023-05-17
L10343,C02994,B01,Personal Loan,4622843,-1.0,15,Active,2022-09-10
L10344,C04313,B02,Car Loan,447250,11.3,30,Closed,2022-06-29
L10345,C11314,B02,Education Loan,4578820,9.0,20,Closed,2024-02-14
L10346,C09017,B04,Car Loan,4308483,13.2,20,Actve,2022-02-02
L10347,C02079,B01,Car Loan,2182823,15.3,6,Delayed,2023-05-28
L10348,C07161,B02,Home Loan,1311960,12.0,3,Active,2024-02-04
L10349,C19558,B05,Home Loan,647741,9.5,18,Delayed,2023-10-09
L10350,C05666,B02,Home Loan,4842805,11.4,10,Active,2022-05-02
L10351,C06238,B05,Car Loan,4660200,11.5,6,Active,2022-09-11
L10352,C16390,B01,Education Loan,4887042,9.5,21,Active,2024-03-01
L10353,C18205,B05,Education Loan,4147099,12.2,22,Active,2022-06-07
L10354,C03773,B02,Home Loan,1372348,12.7,27,Closed,2022-08-06
L10355,C07341,B02,Personal Loan,3915764,9.7,10,Delayed,2024-01-21
L10356,C16919,B04,Car Loan,4641797,11.4,28,Active,2023-04-17
L10357,C16924,B03,Education Loan,3929018,13.0,9,Default,2023-05-22
L10358,C08053,B01,Car Loan,1893524,15.2,20,Delayed,2023-02-03
L10359,C15293,B05,Car Loan,2888008,8.3,10,Active,2023-08-08
L10360,C06112,B04,Personal Loan,1796047,15.1,4,Active,2022-01-15
L10361,C04651,B02,Home Loan,3414552,8.6,14,Active,2022-09-10
L10362,C18897,B05,Car Loan,4563644,11.7,5,Active,2024-06-13
L10363,C12939,B01,Home Loan,437648,15.0,28,Active,2023-10-14
L10364,C15619,B05,Car Loan,3050767,15.3,7,Active,2024-05-04
L10365,C04667,B03,Home Loan,1733350,14.2,16,Closed,2022-06-11
L10366,C00394,B05,Education Loan,99999999,8.3,12,Active,2023-04-08
L10367,C00380,B05,Car Loan,2346057,10.2,15,Active,2023-01-20
L10368,C13940,B05,Car Loan,2193223,9.1,27,Active,2023-05-27
L10369,C06010,B01,Car Loan,1382292,11.9,24,Active,2023-04-30
L10370,C10355,B03,Car Loan,2706926,10.8,27,Closed,2024-02-04
L10371,C14212,B01,Home Loan,2624702,15.3,12,Active,2022-09-13
L10372,C15350,B02,Personal Loan,3915416,9.5,13,Active,2024-06-02
L10373,C03571,B03,Home Loan,1573022,14.7,6,Active,2023-04-18
L10374,C11493,B04,Home Loan,1018410,10.5,11,Active,2024-02-28
L10375,C12557,B02,Personal Loan,1145625,14.9,19,Delayed,2024-02-29
L10376,C11355,B01,Car Loan,4940451,9.7,16,Active,2022-02-17
L10377,C15298,B02,Personal Loan,2928966,-1.0,14,Actve,2023-02-09
L10378,C07199,B03,Home Loan,4042576,10.8,11,Closed,2023-01-13
L10379,C06207,B02,Education Loan,2825405,14.0,29,Active,2023-03-07
L10380,C06362,B05,Personal Loan,1486062,12.8,29,Closed,2024-02-03
L10381,C02042,B04,Car Loan,2424482,15.5,18,Active,2022-03-22
L10382,C00850,B04,Education Loan,3560178,8.9,14,Active,2023-09-11
L10383,C11932,B01,Personal Loan,4055477,16.0,13,Delayed,2023-01-18
L10384,C19947,B05,Education Loan,262964,8.3,27,Active,2023-05-20
L10385,C02628,B04,Personal Loan,3676993,12.1,20,Active,2023-11-12
L10386,C05026,B05,Personal Loan,3805188,9.3,3,Active,2023-05-26
L10387,C00052,B03,Education Loan,3936159,11.6,18,Closed,2024-04-11
L10388,C04880,B04,Education Loan,4027559,14.0,10,Active,2024-02-19
L10389,C02615,B03,Personal Loan,2482065,11.6,28,Active,2023-02-16
L10390,C19924,B05,Car Loan,872002,-1.0,20,Closed,2024-05-27
L10391,C05333,B04,Home Loan,3752647,13.5,14,Closed,2023-11-14
L10392,C18652,B02,Home Loan,1664794,11.8,25,Active,2024-03-29
L10393,C13548,B04,Car Loan,633345,15.5,6,Active,2022-07-27
L10394,C06168,B01,Car Loan,3314491,14.4,12,Active,2022-10-15
L10395,C06652,B04,Personal Loan,429195,15.6,19,Active,2023-11-01
L10396,C01871,B03,Home Loan,3592857,12.1,13,Active,2022-12-27
L10397,C18372,B02,Education Loan,1873855,15.4,15,Default,2023-10-19
L10398,C16065,B05,Education Loan,528845,8.7,23,Active,2024-03-05
L10399,C14846,B05,Home Loan,4493754,15.5,5,Delayed,2024-04-15
L10400,C00436,B01,Education Loan,2247681,11.8,8,Active,2023-08-27
L10401,C19750,B04,Personal Loan,570079,7.5,5,Delayed,2022-04-08
L10402,C04959,B01,Home Loan,2504022,14.4,4,Active,2022-01-05
L10403,C13306,B03,Home Loan,1614798,15.1,21,Delayed,2022-10-05
L10404,C11479,B05,Personal Loan,3474810,12.2,6,Delayed,2023-09-18
L10405,C00428,B03,Education Loan,3952243,11.3,6,Active,2022-11-23
L10406,C07903,B01,Personal Loan,1879256,15.0,23,Active,2023-09-07
